ID,AUTHOR,WORK,LOCATION,TEXT,Vm,VM_LEMMA,VM_PERSONAL,VM_MOD,Vinf,VINF_A,VINF_B,VINF_C,VINF_D,Vinf_Cop,Obj,OBJ_A,OBJ_B,OBJ_C,Pred,PRED_A,PRED_B,PRED_C,PRED_D,PRED_E,PRED_F,PRED_G,Attr,Attr_B,CHECK,Anot,DIST_OBJ_PRED,GENRE,DIALECT
9017,Thucydides (0003),History (001),7.40.4.2,"ἔπειτα οὐκ ἐδόκει τοῖς Ἀθηναίοις ὑπὸ σφῶν αὐτῶν διαμέλλοντας κόπῳ ἁλίσκεσθαι, ἀλλ’ ἐπιχειρεῖν ὅτι τάχιστα, καὶ ἐπιφερόμενοι ἐκ παρακελεύσεως ἐναυμάχουν.",ἐδόκει,δοκέω,FALSE,FALSE,ἁλίσκεσθαι,ἁλίσκεσθαι,NA,NA,NA,FALSE,τοῖς Ἀθηναίοις,τοῖς Ἀθηναίοις,NA,NA,διαμέλλοντας,διαμέλλοντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,4,historiography,attic
9027,Thucydides (0003),History (001),7.80.1.1,"τῆς δὲ νυκτὸς τῷ Νικίᾳ καὶ Δημοσθένει ἐδόκει, ἐπειδὴ κακῶς σφίσι τὸ στράτευμα εἶχε τῶν τε ἐπιτηδείων πάντων ἀπορίᾳ ἤδη, καὶ κατατετραυματισμένοι ἦσαν πολλοὶ ἐν πολλαῖς προσβολαῖς τῶν πολεμίων γεγενημέναις, πυρὰ καύσαντας ὡς πλεῖστα ἀπάγειν τὴν στρατιάν, μηκέτι τὴν αὐτὴν ὁδὸν ᾗ διενοήθησαν, ἀλλὰ τοὐναντίον ἢ οἱ Συρακόσιοι ἐτήρουν, πρὸς τὴν θάλασσαν.",ἐδόκει,δοκέω,FALSE,FALSE,ἀπάγειν,ἀπάγειν,NA,NA,NA,FALSE,τῷ Νικίᾳ καὶ Δημοσθένει,τῷ Νικίᾳ καὶ Δημοσθένει,NA,NA,καύσαντας,καύσαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,24,historiography,attic
9030,Thucydides (0003),History (001),8.8.2.1,"ὁ δὲ Ἆγις ἐπειδὴ ἑώρα τοὺς Λακεδαιμονίους ἐς τὴν Χίον πρῶτον ὡρμημένους, οὐδ’ αὐτὸς ἄλλο τι ἐγίγνωσκεν, ἀλλὰ ξυνελθόντες ἐς Κόρινθον οἱ ξύμμαχοι ἐβουλεύοντο, καὶ ἔδοξε πρῶτον ἐς Χίον αὐτοῖς πλεῖν ἄρχοντα ἔχοντας Χαλκιδέα, ὃς ἐν τῇ Λακωνικῇ τὰς πέντε ναῦς παρεσκεύαζεν, ἔπειτα ἐς Λέσβον καὶ Ἀλκαμένη ἄρχοντα, ὅνπερ καὶ Ἆγις διενοεῖτο, τὸ τελευταῖον δὲ ἐς τὸν Ἑλλήσποντον ἀφικέσθαι (προσετέτακτο δὲ ἐς αὐτὸν ἄρχων Κλέαρχος ὁ Ῥαμφίου), διαφέρειν δὲ τὸν Ἰσθμὸν τὰς ἡμισείας τῶν νεῶν πρῶτον, καὶ εὐθὺς ταύτας ἀποπλεῖν, ὅπως μὴ οἱ Ἀθηναῖοι πρὸς τὰς ἀφορμωμένας μᾶλλον τὸν νοῦν ἔχωσιν ἢ τὰς ὕστερον ἐπιδιαφερομένας.",ἔδοξε,δοκέω,FALSE,FALSE,πλεῖν,πλεῖν,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,ἔχοντας,ἔχοντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,3,historiography,attic
9031,Thucydides (0003),History (001),8.11.2.3,"καὶ ὁρῶντες τὴν φυλακὴν ἐν χωρίῳ ἐρήμῳ ἐπίπονον οὖσαν ἠπόρουν, καὶ ἐπενόησαν μὲν κατακαῦσαι τὰς ναῦς, ἔπειτα δὲ ἔδοξεν αὐτοῖς ἀνελκύσαι καὶ τῷ πεζῷ προσκαθημένους φυλακὴν ἔχειν, ἕως ἄν τις παρατύχῃ διαφυγὴ ἐπιτηδεία.",ἔδοξεν,δοκέω,FALSE,FALSE,ἔχειν,ἔχειν,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,προσκαθημένους,προσκαθημένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,5,historiography,attic
9052,Thucydides (0003),History (001),1.37.5.1,"καίτοι εἰ ἦσαν ἄνδρες, ὥσπερ φασίν, ἀγαθοί, ὅσῳ ἀληπτότεροι ἦσαν τοῖς πέλας, τόσῳ δὲ φανερωτέραν ἐξῆν αὐτοῖς τὴν ἀρετὴν διδοῦσι καὶ δεχομένοις τὰ δίκαια δεικνύναι.",ἐξῆν,ἔξεστι,FALSE,TRUE,δεικνύναι,δεικνύναι,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,διδοῦσι καὶ δεχομένοις,διδοῦσι καὶ δεχομένοις,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,3,historiography,attic
9055,Thucydides (0003),History (001),3.39.6.3,"πάντες γὰρ ὑμῖν γε ὁμοίως ἐπέθεντο, οἷς γ’ ἐξῆν ὡς ἡμᾶς τραπομένοις νῦν πάλιν ἐν τῇ πόλει εἶναι·",ἐξῆν,ἔξεστι,FALSE,TRUE,εἶναι,εἶναι,NA,NA,NA,TRUE,οἷς,οἷς,NA,NA,τραπομένοις,τραπομένοις,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,Comentar que o part não é complemento da cópula,5,historiography,attic
9057,Thucydides (0003),History (001),4.17.4.1,"ὑμῖν γὰρ εὐτυχίαν τὴν παροῦσαν ἔξεστι καλῶς θέσθαι, ἔχουσι μὲν ὧν κρατεῖτε, προσλαβοῦσι δὲ τιμὴν καὶ δόξαν, καὶ μὴ παθεῖν ὅπερ οἱ ἀήθως τι ἀγαθὸν λαμβάνοντες τῶν ἀνθρώπων·",ἔξεστι,ἔξεστι,FALSE,TRUE,θέσθαι,θέσθαι,NA,NA,NA,FALSE,ὑμῖν,ὑμῖν,NA,NA,"ἔχουσι, προσλαβοῦσι",ἔχουσι,προσλαβοῦσι,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,8,historiography,attic
9058,Thucydides (0003),History (001),4.20.3.1,"ἤν τε γνῶτε, Λακεδαιμονίοις ἔξεστιν ὑμῖν φίλους γενέσθαι βεβαίως, αὐτῶν τε προκαλεσαμένων χαρισαμένοις τε μᾶλλον ἢ βιασαμένοις.",ἔξεστιν,ἔξεστι,FALSE,TRUE,γενέσθαι,γενέσθαι,NA,NA,NA,TRUE,ὑμῖν,ὑμῖν,NA,NA,φίλους,φίλους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar que a posição mais marcada já é ocupada por outro dativo.,1,historiography,attic
9062,Thucydides (0003),History (001),8.53.1.1,"οἱ δὲ μετὰ τοῦ Πεισάνδρου πρέσβεις τῶν Ἀθηναίων ἀποσταλέντες ἐκ τῆς Σάμου ἀφικόμενοι ἐς τὰς Ἀθήνας λόγους ἐποιοῦντο ἐν τῷ δήμῳ κεφαλαιοῦντες ἐκ πολλῶν, μάλιστα δὲ ὡς ἐξείη αὐτοῖς Ἀλκιβιάδην καταγαγοῦσι καὶ μὴ τὸν αὐτὸν τρόπον δημοκρατουμένοις βασιλέα τε ξύμμαχον ἔχειν καὶ Πελοποννησίων περιγενέσθαι.",ἐξείη,ἔξεστι,FALSE,TRUE,ἔχειν,ἔχειν,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,"καταγαγοῦσι, δημοκρατουμένοις",καταγαγοῦσι,δημοκρατουμένοις,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,2,historiography,attic
9069,Thucydides (0003),History (001),4.126.2.1,"ἀγαθοῖς γὰρ εἶναι ὑμῖν προσήκει τὰ πολέμια οὐ διὰ ξυμμάχων παρουσίαν ἑκάστοτε, ἀλλὰ δι’ οἰκείαν ἀρετήν, καὶ μηδὲν πλῆθος πεφοβῆσθαι ἑτέρων, οἵ γε μηδὲ ἀπὸ πολιτειῶν τοιούτων ἥκετε, ἐν αἷς οὐ πολλοὶ ὀλίγων ἄρχουσιν, ἀλλὰ πλεόνων μᾶλλον ἐλάσσους, οὐκ ἄλλῳ τινὶ κτησάμενοι τὴν δυναστείαν ἢ τῷ μαχόμενοι κρατεῖν.",προσήκει,προσήκω,FALSE,TRUE,εἶναι,εἶναι,NA,NA,NA,TRUE,ὑμῖν,ὑμῖν,NA,NA,ἀγαθοῖς,ἀγαθοῖς,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,-3,historiography,attic
9072,Thucydides (0003),History (001),1.29.5.3,"τῇ δὲ αὐτῇ ἡμέρᾳ αὐτοῖς ξυνέβη καὶ τοὺς τὴν Ἐπίδαμνον πολιορκοῦντας παραστήσασθαι ὁμολογίᾳ ὥστε τοὺς μὲν ἐπήλυδας ἀποδόσθαι, Κορινθίους δὲ δήσαντας ἔχειν ἕως ἂν ἄλλο τι δόξῃ.",ξυνέβη,συμβαίνω,FALSE,TRUE,παραστήσασθαι,παραστήσασθαι,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,πολιορκοῦντας,πολιορκοῦντας,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,Problemático,6,historiography,attic
9092,Thucydides (0003),History (001),5.26.5.3,"καὶ ξυνέβη μοι φεύγειν τὴν ἐμαυτοῦ ἔτη εἴκοσι μετὰ τὴν ἐς Ἀμφίπολιν στρατηγίαν, καὶ γενομένῳ παρ’ ἀμφοτέροις τοῖς πράγμασι, καὶ οὐχ ἧσσον τοῖς Πελοποννησίων διὰ τὴν φυγήν, καθ’ ἡσυχίαν τι αὐτῶν μᾶλλον αἰσθέσθαι.",ξυνέβη,συμβαίνω,FALSE,TRUE,φεύγειν,φεύγειν,NA,NA,NA,FALSE,μοι,μοι,NA,NA,γενομένῳ,γενομένῳ,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,Comentar particípio copular,12,historiography,attic
9101,Thucydides (0003),History (001),6.55.4.1,Ἱππάρχῳ δὲ ξυνέβη τοῦ πάθους τῇ δυστυχίᾳ ὀνομασθέντα καὶ τὴν δόξαν τῆς τυραννίδος ἐς τὰ ἔπειτα προσλαβεῖν.,ξυνέβη,συμβαίνω,FALSE,TRUE,προσλαβεῖν,προσλαβεῖν,NA,NA,NA,FALSE,Ἱππάρχῳ,Ἱππάρχῳ,NA,NA,ὀνομασθέντα,ὀνομασθέντα,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,7,historiography,attic
9106,Thucydides (0003),History (001),7.57.9.9,"ξυνέβη δὲ τοῖς Κρησὶ τὴν Γέλαν Ῥοδίοις ξυγκτίσαντας μὴ ξὺν τοῖς ἀποίκοις, ἀλλ’ ἐπὶ τοὺς ἀποίκους ἑκόντας μετὰ μισθοῦ ἐλθεῖν.",ξυνέβη,συμβαίνω,FALSE,TRUE,ἐλθεῖν,ἐλθεῖν,NA,NA,NA,FALSE,τοῖς Κρησὶ,τοῖς Κρησὶ,NA,NA,"ξυγκτίσαντας, ἑκόντας",ξυγκτίσαντας,ἑκόντας,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,Comentar coordenação dos particípios,4,historiography,attic
9136,Thucydides (0003),History (001),7.13.1.1,ἡμῖν δ’ ἐκ πολλῆς ἂν περιουσίας νεῶν μόλις τοῦτο ὑπῆρχε καὶ μὴ ἀναγκαζομένοις ὥσπερ νῦν πάσαις φυλάσσειν·,ὑπῆρχε,ὑπάρχω,FALSE,TRUE,φυλάσσειν,φυλάσσειν,NA,NA,NA,FALSE,ἡμῖν,ἡμῖν,NA,NA,ἀναγκαζομένοις,ἀναγκαζομένοις,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,12,historiography,attic
9217,Thucydides (0003),History (001),7.63.3.1,"τοῖς δὲ ναύταις παραινῶ καὶ ἐν τῷ αὐτῷ τῷδε καὶ δέομαι μὴ ἐκπεπλῆχθαί τι ταῖς ξυμφοραῖς ἄγαν, τήν τε παρασκευὴν ἀπὸ τῶν καταστρωμάτων βελτίω νῦν ἔχοντας καὶ τὰς ναῦς πλείους, ἐκείνην τε τὴν ἡδονὴν ἐνθυμεῖσθαι ὡς ἀξία ἐστὶ διασώσασθαι, οἳ τέως Ἀθηναῖοι νομιζόμενοι καὶ μὴ ὄντες ἡμῶν τῆς τε φωνῆς τῇ ἐπιστήμῃ καὶ τῶν τρόπων τῇ μιμήσει ἐθαυμάζεσθε κατὰ τὴν Ἑλλάδα, καὶ τῆς ἀρχῆς τῆς ἡμετέρας οὐκ ἔλασσον κατὰ τὸ ὠφελεῖσθαι ἔς τε τὸ φοβερὸν τοῖς ὑπηκόοις καὶ τὸ μὴ ἀδικεῖσθαι πολὺ πλέον μετείχετε.",παραινῶ,παραινῶ,TRUE,FALSE,ἐνθυμεῖσθαι,ἐνθυμεῖσθαι,NA,NA,NA,FALSE,τοῖς δὲ ναύταις,τοῖς δὲ ναύταις,NA,NA,ἔχοντας,ἔχοντας,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,CORRIGIR VERBO PRINCIPAL,23,historiography,attic
9303,Thucydides (0003),History (001),2.7.2.1,"καὶ Λακεδαιμονίοις μὲν πρὸς ταῖς αὐτοῦ ὑπαρχούσαις ἐξ Ἰταλίας καὶ Σικελίας τοῖς τἀκείνων ἑλομένοις ναῦς ἐπετάχθη ποιεῖσθαι κατὰ μέγεθος τῶν πόλεων, ὡς ἐς τὸν πάντα ἀριθμὸν πεντακοσίων νεῶν ἐσομένων, καὶ ἀργύριον ῥητὸν ἑτοιμάζειν, τά τε ἄλλα ἡσυχάζοντας καὶ Ἀθηναίους δεχομένους μιᾷ νηὶ ἕως ἂν ταῦτα παρασκευασθῇ.",ἐπετάχθη,ἐπιτάσσω,TRUE,FALSE,"ποιεῖσθαι, ἑτοιμάζειν",ποιεῖσθαι,ἑτοιμάζειν,NA,NA,FALSE,πρὸς ταῖς αὐτοῦ ὑπαρχούσαις ἐξ Ἰταλίας καὶ Σικελίας,πρὸς ταῖς αὐτοῦ ὑπαρχούσαις ἐξ Ἰταλίας καὶ Σικελίας,NA,NA,"ἡσυχάζοντας, δεχομένους",ἡσυχάζοντας,δεχομένους,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,"Obj precedido por preposição, entra?",26,historiography,attic
9322,Thucydides (0003),History (001),5.71.2.1,"δείσας δὲ Ἆγις μὴ σφῶν κυκλωθῇ τὸ εὐώνυμον, καὶ νομίσας ἄγαν περιέχειν τοὺς Μαντινέας, τοῖς μὲν Σκιρίταις καὶ Βρασιδείοις ἐσήμηνεν ἐπεξαγαγόντας ἀπὸ σφῶν ἐξισῶσαι τοῖς Μαντινεῦσιν, ἐς δὲ τὸ διάκενον τοῦτο παρήγγελλεν ἀπὸ τοῦ δεξιοῦ κέρως δύο λόχους τῶν πολεμάρχων Ἱππονοΐδᾳ καὶ Ἀριστοκλεῖ ἔχουσι παρελθεῖν καὶ ἐσβαλόντας πληρῶσαι, νομίζων τῷ θ’ ἑαυτῶν δεξιῷ ἔτι περιουσίαν ἔσεσθαι καὶ τὸ κατὰ τοὺς Μαντινέας βεβαιότερον τετάξεσθαι.",παρήγγελλεν,παραγγέλλω,TRUE,FALSE,"παρελθεῖν, πληρῶσαι",παρελθεῖν,πληρῶσαι,NA,NA,TRUE,Ἱππονοΐδᾳ καὶ Ἀριστοκλεῖ,Ἱππονοΐδᾳ καὶ Ἀριστοκλεῖ,NA,NA,"ἔχουσι, ἐσβαλόντας",ἔχουσι,ἐσβαλόντας,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,Comentar o plural e o fato de ἔχουσι ser parte do comando. Contrastar a posição dos verbos de movimento.,1,historiography,attic
9423,Thucydides (0003),History (001),5.71.2.1,"δείσας δὲ Ἆγις μὴ σφῶν κυκλωθῇ τὸ εὐώνυμον, καὶ νομίσας ἄγαν περιέχειν τοὺς Μαντινέας, τοῖς μὲν Σκιρίταις καὶ Βρασιδείοις ἐσήμηνεν ἐπεξαγαγόντας ἀπὸ σφῶν ἐξισῶσαι τοῖς Μαντινεῦσιν, ἐς δὲ τὸ διάκενον τοῦτο παρήγγελλεν ἀπὸ τοῦ δεξιοῦ κέρως δύο λόχους τῶν πολεμάρχων Ἱππονοΐδᾳ καὶ Ἀριστοκλεῖ ἔχουσι παρελθεῖν καὶ ἐσβαλόντας πληρῶσαι, νομίζων τῷ θ’ ἑαυτῶν δεξιῷ ἔτι περιουσίαν ἔσεσθαι καὶ τὸ κατὰ τοὺς Μαντινέας βεβαιότερον τετάξεσθαι.",ἐσήμηνεν,σημαίνω,TRUE,FALSE,ἐξισῶσαι,ἐξισῶσαι,NA,NA,NA,FALSE,τοῖς μὲν Σκιρίταις καὶ Βρασιδείοις,τοῖς μὲν Σκιρίταις καὶ Βρασιδείοις,NA,NA,ἐπεξαγαγόντας,ἐπεξαγαγόντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,dat pl logo após vinf; Comparar duas realizações lado a lado,2,historiography,attic
9460,Xenophon (0032),Anabasis (006),2.1.2.3,"ἔδοξεν οὖν αὐτοῖς συσκευασαμένοις ἃ εἶχον καὶ ἐξοπλισαμένοις προϊέναι εἰς τὸ πρόσθεν, ἕως Κύρῳ συμμείξειαν.",ἔδοξεν,δοκέω,FALSE,FALSE,προϊέναι,προϊέναι,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,"συσκευασαμένοις, ἐξοπλισαμένοις",συσκευασαμένοις,ἐξοπλισαμένοις,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,Comentar coordenação dos particípios,1,historiography,attic
9481,Xenophon (0032),Anabasis (006),3.2.1.1,"ἐπεὶ δὲ ᾕρηντο, ἡμέρα τε σχεδὸν ὑπέφαινε καὶ εἰς τὸ μέσον ἧκον οἱ ἄρχοντες, καὶ ἔδοξεν αὐτοῖς προφυλακὰς καταστήσαντας συγκαλεῖν τοὺς στρατιώτας.",ἔδοξεν,δοκέω,FALSE,FALSE,συγκαλεῖν,συγκαλεῖν,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,καταστήσαντας,καταστήσαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,2,historiography,attic
9498,Xenophon (0032),Anabasis (006),4.1.12.1,"ἅμα δὲ τῇ ἡμέρᾳ συνελθοῦσι τοῖς στρατηγοῖς καὶ λοχαγοῖς τῶν Ἑλλήνων ἔδοξε τῶν τε ὑποζυγίων τὰ ἀναγκαῖα καὶ δυνατώτατα ἔχοντας πορεύεσθαι, καταλιπόντας τἆλλα, καὶ ὅσα ἦν νεωστὶ αἰχμάλωτα ἀνδράποδα ἐν τῇ στρατιᾷ πάντα ἀφεῖναι.",ἔδοξε,δοκέω,FALSE,FALSE,πορεύεσθαι,πορεύεσθαι,NA,NA,NA,FALSE,λοχαγοῖς,λοχαγοῖς,NA,NA,"ἔχοντας, καταλιπόντας",ἔχοντας,καταλιπόντας,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,11,historiography,attic
9517,Xenophon (0032),Anabasis (006),4.8.9.4,ἔπειτα δὲ ἔδοξε τοῖς στρατηγοῖς βουλεύσασθαι συλλεγεῖσιν ὅπως ὡς κάλλιστα ἀγωνιοῦνται.,ἔδοξε,δοκέω,FALSE,FALSE,βουλεύσασθαι,βουλεύσασθαι,NA,NA,NA,FALSE,τοῖς στρατηγοῖς,τοῖς στρατηγοῖς,NA,NA,συλλεγεῖσιν,συλλεγεῖσιν,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,2,historiography,attic
9518,Xenophon (0032),Anabasis (006),4.8.12.1,ἀλλά μοι δοκεῖ ὀρθίους τοὺς λόχους ποιησαμένους τοσοῦτον χωρίον κατασχεῖν διαλιπόντας τοῖς λόχοις ὅσον ἔξω τοὺς ἐσχάτους λόχους γενέσθαι τῶν πολεμίων κεράτων·,δοκεῖ,δοκέω,FALSE,FALSE,κατασχεῖν,κατασχεῖν,NA,NA,NA,FALSE,μοι,μοι,NA,NA,"ποιησαμένους, διαλιπόντας",ποιησαμένους,διαλιπόντας,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,Comentar troca de singular para plural,5,historiography,attic
9531,Xenophon (0032),Anabasis (006),5.6.1.2,καὶ ἐδόκει αὐτοῖς περὶ τῆς λοιπῆς πορείας παρακαλέσαντας τοὺς Σινωπέας βουλεύεσθαι.,ἐδόκει,δοκέω,FALSE,FALSE,βουλεύεσθαι,βουλεύεσθαι,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,παρακαλέσαντας,παρακαλέσαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,5,historiography,attic
9557,Xenophon (0032),Anabasis (006),6.6.30.1,ἐκ τούτου ἔδοξεν αὐτοῖς πέμψαντας στρατηγοὺς καὶ λοχαγοὺς καὶ Δρακόντιον τὸν Σπαρτιάτην καὶ τῶν ἄλλων οἳ ἐδόκουν ἐπιτήδειοι εἶναι δεῖσθαι Κλεάνδρου κατὰ πάντα τρόπον ἀφεῖναι τὼ ἄνδρε.,ἔδοξεν,δοκέω,FALSE,FALSE,δεῖσθαι,δεῖσθαι,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,πέμψαντας,πέμψαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,1,historiography,attic
9559,Xenophon (0032),Anabasis (006),6.6.38.1,"ἐπεὶ δὲ οὐδενὶ ἐνέτυχον πορευόμενοι τὴν ὀρθὴν ὁδόν, ὥστε ἔχοντές τι εἰς τὴν φιλίαν ἐλθεῖν, ἔδοξεν αὐτοῖς τοὔμπαλιν ὑποστρέψαντας ἐλθεῖν μίαν ἡμέραν καὶ νύκτα.",ἔδοξεν,δοκέω,FALSE,FALSE,ἐλθεῖν,ἐλθεῖν,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,ὑποστρέψαντας,ὑποστρέψαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar verbo de movimento,2,historiography,attic
9560,Xenophon (0032),Anabasis (006),7.1.31.1,"καὶ νῦν μοι δοκεῖ πέμψαντας Ἀναξιβίῳ εἰπεῖν ὅτι ἡμεῖς οὐδὲν βίαιον ποιήσοντες παρεληλύθαμεν εἰς τὴν πόλιν, ἀλλ’ ἢν μὲν δυνώμεθα παρ’ ὑμῶν ἀγαθόν τι εὑρίσκεσθαι, εἰ δὲ μή, ἀλλὰ δηλώσοντες ὅτι οὐκ ἐξαπατώμενοι ἀλλὰ πειθόμενοι ἐξερχόμεθα.",δοκεῖ,δοκέω,FALSE,FALSE,εἰπεῖν,εἰπεῖν,NA,NA,NA,FALSE,μοι,μοι,NA,NA,πέμψαντας,πέμψαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar troca de singular para plural,2,historiography,attic
9654,Xenophon (0032),Cyropaedia (007),3.3.14.2,"ἡμῖν γὰρ δοκεῖ πᾶσιν, ἐπείπερ παρεσκευάσμεθα, μὴ ἐπειδὰν ἐμβάλωσιν οἱ πολέμιοι εἰς τὴν σὴν χώραν, τότε μάχεσθαι, μηδ’ ἐν τῇ φιλίᾳ καθημένους ἡμᾶς ὑπομένειν, ἀλλ’ ἰέναι ὡς τάχιστα εἰς τὴν πολεμίαν.",δοκεῖ,δοκέω,FALSE,FALSE,ὑπομένειν,ὑπομένειν,NA,NA,NA,FALSE,ἡμῖν,ἡμῖν,NA,NA,καθημένους,καθημένους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Comentar a repetição do pronome,21,historiography,attic
9823,Xenophon (0032),Hellenica (001),3.2.14.1,"ἐπεὶ δ’ ἐκεῖ ἦσαν, ἔδοξεν αὐτοῖς ἱκανὰς φυλακὰς εἰς τὰ ἐρύματα καταστήσαντας διαβαίνειν πάλιν ἐπὶ τὴν Ἰωνίαν.",ἔδοξεν,δοκέω,FALSE,FALSE,διαβαίνειν,διαβαίνειν,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,καταστήσαντας,καταστήσαντας,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,6,historiography,attic
9828,Xenophon (0032),Hellenica (001),3.5.23.9,διὰ οὖν πάντα ταῦτα ἔδοξεν αὐτοῖς τοὺς νεκροὺς ὑποσπόνδους ἀναιρεῖσθαι.,ἔδοξεν,δοκέω,FALSE,FALSE,ἀναιρεῖσθαι,ἀναιρεῖσθαι,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,ὑποσπόνδους,ὑποσπόνδους,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,3,historiography,attic
10029,Xenophon (0032),Memorabilia (002),4.3.13.1,"ὅτι δέ γε ἀληθῆ λέγω, καὶ σὺ γνώσῃ, ἂν μὴ ἀναμένῃς ἕως ἂν τὰς μορφὰς τῶν θεῶν ἴδῃς, ἀλλ’ ἐξαρκῇ σοι τὰ ἔργα αὐτῶν ὁρῶντι σέβεσθαι καὶ τιμᾶν τοὺς θεούς.",ἐξαρκῇ,ἐξαρκέω,FALSE,TRUE,σέβεσθαι,σέβεσθαι,NA,NA,NA,FALSE,σοι,σοι,NA,NA,ὁρῶντι,ὁρῶντι,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,MESTRADO,4,philosophical_dialogue,attic
10034,Xenophon (0032),Anabasis (006),2.5.18.2,"οὐ τοσαῦτα μὲν πεδία ἃ ὑμεῖς φίλια ὄντα σὺν πολλῷ πόνῳ διαπορεύεσθε, τοσαῦτα δὲ ὄρη ὁρᾶτε ὑμῖν ὄντα πορευτέα, ἃ ἡμῖν ἔξεστι προκαταλαβοῦσιν ἄπορα ὑμῖν παρέχειν, τοσοῦτοι δ’ εἰσὶ ποταμοὶ ἐφ’ ὧν ἔξεστιν ἡμῖν ταμιεύεσθαι ὁπόσοις ἂν ὑμῶν βουλώμεθα μάχεσθαι;",ἔξεστι,ἔξεστι,FALSE,TRUE,παρέχειν,παρέχειν,NA,NA,NA,FALSE,ἡμῖν,ἡμῖν,NA,NA,προκαταλαβοῦσιν,προκαταλαβοῦσιν,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,2,historiography,attic
10040,Xenophon (0032),Anabasis (006),5.8.17.1,"καὶ γὰρ οὖν νῦν ἔξεστιν αὐτοῖς σωθεῖσιν, εἴ τι ὑπ’ ἐμοῦ ἔπαθον παρὰ τὸ δίκαιον, δίκην λαβεῖν.",ἔξεστιν,ἔξεστι,FALSE,TRUE,λαβεῖν,λαβεῖν,NA,NA,NA,FALSE,αὐτοῖς,αὐτοῖς,NA,NA,σωθεῖσιν,σωθεῖσιν,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,1,historiography,attic
10043,Xenophon (0032),Anabasis (006),7.1.21.3,"νῦν σοι ἔξεστιν, ὦ Ξενοφῶν, ἀνδρὶ γενέσθαι.",ἔξεστιν,ἔξεστι,FALSE,TRUE,γενέσθαι,γενέσθαι,NA,NA,NA,TRUE,σοι,σοι,NA,NA,ἀνδρὶ,ἀνδρὶ,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,4,historiography,attic
